X,Y,OBJECTID,NoticeNum,DateNotice,NT,HousingMarketTypology2017,Council_District,Neighborhood,BLOCKLOT,Address,Year
1408965.095,587431.059,799360,2189381A,2022/12/10 22:39:00+00,Vacant,I,9,MILLHILL,2138 047,2691 DULANY ST,2022
1409126.112,588360.8527,799370,2105709A,2022/05/15 00:24:00+00,Vacant,I,9,MILLHILL,2140 003,2615 FREDERICK AVE,2022
1409002.62,588226.0472,799377,2050168A,2021/10/13 16:18:00+00,Vacant,I,9,MILLHILL,2140 010,2639 FREDERICK AVE,2021
1409155.979,587878.7084,799469,1805685A,2019/06/23 21:00:00+00,Vacant,I,9,MILLHILL,2141 009,2629 LEHMAN ST,2019
1409081.519,587817.3899,799475,2104393A,2022/05/06 13:08:00+00,Vacant,I,9,MILLHILL,2141 015,2645 LEHMAN ST,2022
1409060.224,587667.3282,799487,2083258A,2022/02/28 15:26:00+00,Vacant,I,9,MILLHILL,2141 027,2676 DULANY ST,2022
1409191.867,587775.7499,799500,1726121A,2018/09/21 14:31:00+00,Vacant,I,9,MILLHILL,2141 040,2650 DULANY ST,2018
1409251.372,587644.3158,799555,1982894A,2021/10/22 12:00:00+00,Vacant,I,9,MILLHILL,2142 045,2637 DULANY ST,2021
1409184.804,587612.6958,799559,2193119A,2022/12/30 09:13:00+00,Vacant,I,9,MILLHILL,2142 049,2645 DULANY ST,2022
1409174.383,587604.1092,799560,1790149A,2019/05/10 15:35:00+00,Vacant,I,9,MILLHILL,2142 050,2647 DULANY ST,2019
1409122.215,587561.1503,799565,2101450A,2022/04/29 11:46:00+00,Vacant,I,9,MILLHILL,2142 055,2657 DULANY ST,2022
1409323.132,588444.1232,799575,2169727A,2022/10/06 12:52:00+00,Vacant,J,9,MILLHILL,2145A033,305 MILLINGTON AVE,2022
1409313.66,588455.5425,799576,1922689A,2020/08/07 14:28:00+00,Vacant,J,9,MILLHILL,2145A034,303 MILLINGTON AVE,2020
1409304.112,588466.7055,799577,2174057A,2022/11/03 09:00:00+00,Vacant,J,9,MILLHILL,2145A035,301 MILLINGTON AVE,2022
1409719.812,588087.0301,799604,2193970A,2022/12/28 12:23:00+00,Vacant,J,9,MILLHILL,2145B027,2517 DULANY ST,2022
1409654.701,588032.7717,799610,2057817A,2021/11/08 11:05:00+00,Vacant,J,9,MILLHILL,2145B033,2529 DULANY ST,2021
1409988.856,590489.6326,799674,1786989A,2019/05/03 21:13:00+00,Vacant,J,9,SHIPLEY HILL,2152 002,2417 W BALTIMORE ST,2019
1410042.116,590363.0492,799693,1576695A,2017/08/18 14:39:00+00,Vacant,J,9,SHIPLEY HILL,2152 014,25 S WARWICK AVE,2017
1410222.744,590757.7256,799697,1617647A,2017/12/21 14:18:00+00,Vacant,I,9,PENROSE/FAYETTE STREET OUTREACH,2153 003,5 N WHEELER AVE,2017
1410222.118,590771.8696,799698,1944174A,2020/10/07 10:46:00+00,Vacant,I,9,PENROSE/FAYETTE STREET OUTREACH,2153 004,7 N WHEELER AVE,2020
1410221.504,590785.7846,799699,2081985A,2022/02/23 11:27:00+00,Vacant,I,9,PENROSE/FAYETTE STREET OUTREACH,2153 005,9 N WHEELER AVE,2022
1410213.566,590964.987,799712,2133701A,2022/07/11 01:39:00+00,Vacant,I,9,PENROSE/FAYETTE STREET OUTREACH,2153 018,35 N WHEELER AVE,2022
1410212.999,590977.9584,799713,1776609A,2019/04/03 15:20:00+00,Vacant,I,9,PENROSE/FAYETTE STREET OUTREACH,2153 019,37 N WHEELER AVE,2019
1410211.214,591018.1122,799716,1660465A,2018/04/24 16:29:00+00,Vacant,I,9,PENROSE/FAYETTE STREET OUTREACH,2153 022,43 N WHEELER AVE,2018
1410210.629,591031.5396,799717,1613867A,2017/12/03 14:36:00+00,Vacant,I,9,PENROSE/FAYETTE STREET OUTREACH,2153 023,45 N WHEELER AVE,2017
1410209.47,591057.5278,799719,2144342A,2022/07/29 14:18:00+00,Vacant,I,9,PENROSE/FAYETTE STREET OUTREACH,2153 025,49 N WHEELER AVE,2022
1410298.566,590870.4858,799737,1875592A,2020/01/30 10:24:00+00,Vacant,I,9,PENROSE/FAYETTE STREET OUTREACH,2153 043,34 GORMAN AVE,2020
1410296.608,590911.3591,799740,1871531A,2020/01/09 17:53:00+00,Vacant,I,9,PENROSE/FAYETTE STREET OUTREACH,2153 046,40 GORMAN AVE,2020
1410293.342,590979.8747,799745,1920248A,2020/08/04 13:55:00+00,Vacant,I,9,PENROSE/FAYETTE STREET OUTREACH,2153 051,50 GORMAN AVE,2020
1410292.033,591007.2894,799747,1589587A,2017/09/22 22:13:00+00,Vacant,I,9,PENROSE/FAYETTE STREET OUTREACH,2153 053,54 GORMAN AVE,2017
1410420.436,591000.2615,799759,1754523A,2019/01/08 14:15:00+00,Vacant,I,9,PENROSE/FAYETTE STREET OUTREACH,2153 065,39 GORMAN AVE,2019
1410421.066,590986.7107,799760,1589585A,2017/09/22 22:12:00+00,Vacant,I,9,PENROSE/FAYETTE STREET OUTREACH,2153 066,37 GORMAN AVE,2017
1410424.234,590919.2403,799765,1641243A,2018/02/16 22:35:00+00,Vacant,I,9,PENROSE/FAYETTE STREET OUTREACH,2153 071,27 GORMAN AVE,2018
1410487.48,590691.3258,799785,1992075A,2021/05/07 10:11:00+00,Vacant,I,9,PENROSE/FAYETTE STREET OUTREACH,2153 091,2308 W BALTIMORE ST,2021
1410508.272,590856.1509,799798,1977868A,2021/03/19 10:52:00+00,Vacant,I,9,PENROSE/FAYETTE STREET OUTREACH,2153 104,18 N BENTALOU ST,2021
1410505.884,590910.306,799802,1691836A,2018/07/08 16:55:00+00,Vacant,I,9,PENROSE/FAYETTE STREET OUTREACH,2153 108,26 N BENTALOU ST,2018
1410501.12,591018.2539,799810,1890075A,2020/04/09 15:28:00+00,Vacant,I,9,PENROSE/FAYETTE STREET OUTREACH,2153 116,42 N BENTALOU ST,2020
1410480.235,591435.5185,799818,1859770A,2019/11/13 16:34:00+00,Vacant,I,9,PENROSE/FAYETTE STREET OUTREACH,2154 001B,2305 W LEXINGTON ST,2019
1410315.267,591427.3597,799829,1652846A,2018/03/31 23:42:00+00,Vacant,I,9,PENROSE/FAYETTE STREET OUTREACH,2154 002A,2327 W LEXINGTON ST,2018
1410491.678,591250.4185,799853,2085411A,2022/03/10 08:42:00+00,Vacant,I,9,PENROSE/FAYETTE STREET OUTREACH,2154 009,100 N BENTALOU ST,2022
1410453.25,591193.89,799859,1894967A,2020/05/01 16:33:00+00,Vacant,I,9,PENROSE/FAYETTE STREET OUTREACH,2154 015,2310 W FAYETTE ST,2020
1410501.635,591604.1149,799876,2140441A,2022/07/22 01:05:00+00,Vacant,I,9,PENROSE/FAYETTE STREET OUTREACH,2155 001,2300 W LEXINGTON ST,2022
1410486.463,591603.4079,799877,1669172A,2018/05/18 17:08:00+00,Vacant,I,9,PENROSE/FAYETTE STREET OUTREACH,2155 002,2302 W LEXINGTON ST,2018
1410397.163,591599.1924,799883,1955435A,2020/11/30 14:49:00+00,Vacant,I,9,PENROSE/FAYETTE STREET OUTREACH,2155 008,2314 W LEXINGTON ST,2020
1409865.907,591572.5399,799919,1891836A,2020/04/01 11:10:00+00,Vacant,I,9,PENROSE/FAYETTE STREET OUTREACH,2157 023,2424 W LEXINGTON ST,2020
1410075.484,591201.4501,799931,2072960A,2022/01/13 10:45:00+00,Vacant,I,9,PENROSE/FAYETTE STREET OUTREACH,2163 009,108 N WHEELER AVE,2022
1410094.356,590972.5437,799970,1649248A,2018/03/16 19:11:00+00,Vacant,I,9,PENROSE/FAYETTE STREET OUTREACH,2164 007,32 N WHEELER AVE,2018
1410097.091,590904.6764,799975,2180120A,2022/11/01 14:59:00+00,Vacant,I,9,PENROSE/FAYETTE STREET OUTREACH,2164 012,22 N WHEELER AVE,2022
1410101.6,590792.8249,799983,2097630A,2022/04/14 16:41:00+00,Vacant,I,9,PENROSE/FAYETTE STREET OUTREACH,2164 020,6 N WHEELER AVE,2022
1409609.296,590966.9272,799995,1770711A,2019/03/14 10:23:00+00,Vacant,J,9,SHIPLEY HILL,2165 010,41 N CATHERINE ST,2019
1409615.758,590859.6981,800003,1914848A,2020/07/15 09:58:00+00,Vacant,J,9,SHIPLEY HILL,2165 018,25 N CATHERINE ST,2020
1409663.08,590643.735,800020,1647177A,2018/03/09 23:08:00+00,Vacant,J,9,SHIPLEY HILL,2165 035,2452 W BALTIMORE ST,2018
1410093.723,590668.4718,800043,1502518A,2017/02/14 07:57:00+00,Vacant,I,9,PENROSE/FAYETTE STREET OUTREACH,2165 059,2402 W BALTIMORE ST,2017
1409042.9,591038.496,800072,2086550A,2022/03/11 15:20:00+00,Vacant,J,9,SHIPLEY HILL,2167B024,2566 W FAYETTE ST,2022
1409056.775,591039.2506,800073,1854460A,2019/10/25 11:37:00+00,Vacant,J,9,SHIPLEY HILL,2167B025,2564 W FAYETTE ST,2019
1409070.643,591039.9963,800074,1854454A,2019/10/25 08:27:00+00,Vacant,J,9,SHIPLEY HILL,2167B026,2562 W FAYETTE ST,2019
1409433.06,591060.2013,800100,2026712A,2021/08/04 11:57:00+00,Vacant,J,9,SHIPLEY HILL,2167B052,2510 W FAYETTE ST,2021
1408980.488,591301.6552,800111,2189181A,2022/12/10 22:00:00+00,Vacant,J,9,PENROSE/FAYETTE STREET OUTREACH,2167B066A,2560 W LEXINGTON ST,2022
1408445.982,590886.6338,800132,1559629A,2017/07/12 14:37:00+00,Vacant,J,9,SHIPLEY HILL,2169 020,2732 W FAIRMOUNT AVE,2017
1408614.3,590628.4801,800185,1786704A,2019/05/03 21:15:00+00,Vacant,J,9,SHIPLEY HILL,2169 073,2724 KINSEY AVE,2019
1408300.333,590690.8487,800207,1935872A,2020/10/07 13:03:00+00,Vacant,J,9,SHIPLEY HILL,2169 095,2768 KINSEY AVE,2020
1408286.314,590693.5252,800208,2025865A,2021/08/05 13:43:00+00,Vacant,J,9,SHIPLEY HILL,2169 096,2770 KINSEY AVE,2021
1408185.883,590677.5961,800210,1784221A,2019/05/02 16:37:00+00,Vacant,J,9,SHIPLEY HILL,2169 108,2 ASHBURTON ST,2019
1409483.95,590932.8046,800273,2030467A,2021/08/20 09:56:00+00,Vacant,J,9,SHIPLEY HILL,2170A051,2505 W FAYETTE ST,2021
1409232.015,590917.7279,800291,1890037A,2020/04/06 13:52:00+00,Vacant,J,9,SHIPLEY HILL,2170A069,2541 W FAYETTE ST,2020
1409050.047,590906.9192,800304,1870342A,2020/02/25 12:46:00+00,Vacant,J,9,SHIPLEY HILL,2170A082,2575 W FAYETTE ST,2020
1408952.197,590901.1042,800311,1584469A,2017/09/07 19:00:00+00,Vacant,J,9,SHIPLEY HILL,2170A089,2589 W FAYETTE ST,2017
1408836.16,590894.2,800315,2026715A,2021/08/04 11:49:00+00,Vacant,J,9,SHIPLEY HILL,2170A093,2605 W FAYETTE ST,2021
1408746.269,590895.6269,800321,1922757A,2020/08/06 12:57:00+00,Vacant,J,9,SHIPLEY HILL,2170A099,2617 W FAYETTE ST,2020
1409388.778,590626.797,800351,1851717A,2019/10/15 14:05:00+00,Vacant,J,9,SHIPLEY HILL,2170B030,2520 W BALTIMORE ST,2019
1409514.837,590635.0132,800360,1878438A,2020/02/12 14:29:00+00,Vacant,J,9,SHIPLEY HILL,2170B039,2502 W BALTIMORE ST,2020
1409496.103,590720.1626,800364,1633991A,2018/04/04 17:29:00+00,Vacant,J,9,SHIPLEY HILL,2170B043,2505 W FAIRMOUNT AVE,2018
1409383.413,590713.0258,800372,1948006A,2021/01/11 05:25:00+00,Vacant,J,9,SHIPLEY HILL,2170B051,2521 W FAIRMOUNT AVE,2021
1409369.363,590712.2224,800373,1948669A,2020/10/23 11:47:00+00,Vacant,J,9,SHIPLEY HILL,2170B052,2523 W FAIRMOUNT AVE,2020
1409243.86,590705.1322,800382,1576178A,2017/08/17 11:40:00+00,Vacant,J,9,SHIPLEY HILL,2170B061,2541 W FAIRMOUNT AVE,2017
1409062.028,590694.2877,800395,1781230A,2019/04/22 15:01:00+00,Vacant,J,9,SHIPLEY HILL,2170B074,2567 W FAIRMOUNT AVE,2019
1408879.617,590684.0141,800404,2036262A,2021/09/07 11:41:00+00,Vacant,J,9,SHIPLEY HILL,2170B083,2615 W FAIRMOUNT AVE,2021
1409495.437,590485.356,800415,1608719A,2017/11/12 18:27:00+00,Vacant,J,9,SHIPLEY HILL,2171 010,2519 W BALTIMORE ST,2017
1409400.042,590481.8902,800422,1868910A,2020/04/03 11:24:00+00,Vacant,J,9,SHIPLEY HILL,2171 017,2533 W BALTIMORE ST,2020
1409386.079,590481.0683,800423,1553759A,2017/06/29 13:55:00+00,Vacant,J,9,SHIPLEY HILL,2171 018,2535 W BALTIMORE ST,2017
1409189.767,590441.2164,800433,2025909A,2021/08/02 09:16:00+00,Vacant,J,9,SHIPLEY HILL,2171 029,2563 W BALTIMORE ST,2021
1409119.885,590437.9418,800438,2097623A,2022/04/20 13:54:00+00,Vacant,J,9,SHIPLEY HILL,2171 034,2573 W BALTIMORE ST,2022
1409060.983,590434.2761,800442,1729500A,2018/09/30 19:54:00+00,Vacant,J,9,SHIPLEY HILL,2171 038,2581 W BALTIMORE ST,2018
1409042.764,590431.427,800443,2086232A,2022/03/10 15:26:00+00,Vacant,J,9,SHIPLEY HILL,2171 039,2583 W BALTIMORE ST,2022
1409028.04,590432.2023,800444,1915076A,2021/01/11 05:27:00+00,Vacant,J,9,SHIPLEY HILL,2171 040,2585 W BALTIMORE ST,2021
1409519.993,590270.3535,800471,2191367A,2022/12/19 15:16:00+00,Vacant,J,9,SHIPLEY HILL,2171 066,2504 HOLLINS ST,2022
1409533.565,590271.1429,800472,2140993A,2022/07/26 10:48:00+00,Vacant,J,9,SHIPLEY HILL,2171 067,2502 HOLLINS ST,2022
1409998.16,589987.6047,800506,1509277A,2017/03/10 13:20:00+00,Vacant,J,9,SHIPLEY HILL,2173 028,1 WILLARD ST,2017
1409792.265,589122.1941,800512,1517756A,2017/04/07 18:21:00+00,Vacant,J,9,SHIPLEY HILL,2174A004,2446 FREDERICK AVE,2017
1409943.458,589257.9454,800527,2027518A,2021/08/06 12:41:00+00,Vacant,J,9,SHIPLEY HILL,2174A019,2416 FREDERICK AVE,2021
1409885.926,589737.8162,800552,1513499A,2017/03/29 19:01:00+00,Vacant,J,9,SHIPLEY HILL,2174A042,110 WILLARD ST,2017
1409794.187,589579.5737,800577,1759103A,2019/01/25 20:38:00+00,Vacant,J,9,SHIPLEY HILL,2174A067,125 S CATHERINE ST,2019
1409814.31,589473.6021,800585,1564437A,2017/07/24 17:52:00+00,Vacant,J,9,SHIPLEY HILL,2174A075,141 S CATHERINE ST,2017
1409784.136,589341.6995,800593,1873401A,2020/03/05 16:22:00+00,Vacant,J,9,SHIPLEY HILL,2174A077F,213 S CATHERINE ST,2020
1409785.569,589290.6806,800596,1481564A,2017/01/05 13:52:00+00,Vacant,J,9,SHIPLEY HILL,2174A077I,219 S CATHERINE ST,2017
1409778.361,589273.6524,800597,1760782A,2019/02/05 14:57:00+00,Vacant,J,9,SHIPLEY HILL,2174A077J,221 S CATHERINE ST,2019
1409535.148,590132.2511,800627,1826693A,2019/08/12 16:00:00+00,Vacant,J,9,SHIPLEY HILL,2175 002,2503 HOLLINS ST,2019
1409340.531,590120.9923,800641,2100903A,2022/05/06 20:21:00+00,Vacant,J,9,SHIPLEY HILL,2175 016,2531 HOLLINS ST,2022
1409213.165,590117.5881,800650,1890039A,2020/04/20 11:18:00+00,Vacant,J,9,SHIPLEY HILL,2175 025,2549 HOLLINS ST,2020
1409161.267,590114.2846,800654,2083772A,2022/03/25 17:56:00+00,Vacant,J,9,SHIPLEY HILL,2175 029,2557 HOLLINS ST,2022
1409135.315,590112.6383,800656,1776411A,2019/04/02 13:43:00+00,Vacant,J,9,SHIPLEY HILL,2175 031,2561 HOLLINS ST,2019
1409064.854,590119.4286,800659,1613117A,2017/11/27 22:13:00+00,Vacant,J,9,SHIPLEY HILL,2175 034,15 S FRANKLINTOWN ROAD,2017
1409223.033,590045.1519,800701,2064156A,2021/12/02 15:12:00+00,Vacant,J,9,SHIPLEY HILL,2175 073,2548 BOYD ST,2021
1409270.89,590048.3674,800705,1864338A,2019/12/06 15:13:00+00,Vacant,J,9,SHIPLEY HILL,2175 077,2540 BOYD ST,2019
1409615.992,589651.9154,800731,2036293A,2021/09/13 11:15:00+00,Vacant,J,9,SHIPLEY HILL,2176 004,108 S CATHERINE ST,2021
1409227.633,589755.9917,800767,1868031A,2020/03/24 14:36:00+00,Vacant,J,9,SHIPLEY HILL,2176 040,2563 W LOMBARD ST,2020
1409552.185,589542.3409,800804,1872599A,2020/01/15 13:25:00+00,Vacant,J,9,SHIPLEY HILL,2176 077,2516 W PRATT ST,2020
1409606.601,589545.7578,800808,2128436A,2022/06/25 22:47:00+00,Vacant,J,9,SHIPLEY HILL,2176 081,2508 W PRATT ST,2022
1409464.026,588877.6893,800862,1861684A,2019/11/22 14:51:00+00,Vacant,J,9,SHIPLEY HILL,2177 014,2536 FREDERICK AVE,2019
1409517.754,588923.0206,800867,2027519A,2021/08/06 13:16:00+00,Vacant,J,9,SHIPLEY HILL,2177 019,2526 FREDERICK AVE,2021
1409578.37,588967.8289,800871,1772816A,2019/03/21 11:11:00+00,Vacant,J,9,SHIPLEY HILL,2177 023,2516 FREDERICK AVE,2019
1409617.728,589000.2648,800875,1970732A,2021/02/12 10:57:00+00,Vacant,J,9,SHIPLEY HILL,2177 027,2508 FREDERICK AVE,2021
1409628.864,589006.275,800876,1583625A,2017/09/03 20:36:00+00,Vacant,J,9,SHIPLEY HILL,2177 028,2506 FREDERICK AVE,2017
1409574.291,589088.3437,800889,2026212A,2021/08/03 15:30:00+00,Vacant,J,9,SHIPLEY HILL,2177 041,2513 MCHENRY ST,2021
1409520.89,589085.0035,800893,2097632A,2022/04/14 16:36:00+00,Vacant,J,9,SHIPLEY HILL,2177 045,2521 MCHENRY ST,2022
1409335.427,589074.2909,800906,1642658A,2018/02/24 00:38:00+00,Vacant,J,9,SHIPLEY HILL,2177 058,2547 MCHENRY ST,2018
1409324.325,589020.8275,800912,1578101A,2017/09/05 12:29:00+00,Vacant,J,9,SHIPLEY HILL,2177 064,301 S FRANKLINTOWN ROAD,2017
1409332.207,588983.754,800915,1769756A,2019/03/10 13:03:00+00,Vacant,J,9,SHIPLEY HILL,2177 067,307 S FRANKLINTOWN ROAD,2019
1408979.374,588755.7899,800943,2037277A,2021/09/10 10:41:00+00,Vacant,J,9,SHIPLEY HILL,2178 016,2637 HAFER ST,2021
1409061.823,588722.4957,800979,2177829A,2022/10/25 15:27:00+00,Vacant,J,9,SHIPLEY HILL,2178 049,2616 MAEMPEL LANE,2022
1409290.645,588699.5712,800981,2027512A,2021/08/06 13:17:00+00,Vacant,J,9,SHIPLEY HILL,2178 051,2600 FREDERICK AVE,2021
1409273.594,588682.7182,800982,1566912A,2017/08/10 14:46:00+00,Vacant,J,9,SHIPLEY HILL,2178 052,2602 FREDERICK AVE,2017
1408893.433,588366.0696,801006,1946118A,2020/10/15 09:02:00+00,Vacant,J,9,SHIPLEY HILL,2178 078,2666 FREDERICK AVE,2020
1408834.275,588395.0961,801010,1757018A,2019/01/15 14:49:00+00,Vacant,J,9,SHIPLEY HILL,2178 085,332 TYRONE ST,2019
1408918.292,588459.7489,801015,1586623A,2017/09/13 17:16:00+00,Vacant,J,9,SHIPLEY HILL,2178 089,319 TYRONE ST,2017
1409643.465,589253.4832,801018,1992474A,2021/05/18 10:55:00+00,Vacant,J,9,SHIPLEY HILL,2179 003,2504 MCHENRY ST,2021
1409520.159,589245.7807,801026,2180416A,2022/11/09 15:32:00+00,Vacant,J,9,SHIPLEY HILL,2179 011,2520 MCHENRY ST,2022
1409477.977,589243.1377,801029,1613792A,2017/12/01 16:10:00+00,Vacant,J,9,SHIPLEY HILL,2179 014,2526 MCHENRY ST,2017
1409449.939,589241.3857,801031,1869144A,2019/12/31 16:12:00+00,Vacant,J,9,SHIPLEY HILL,2179 016,2530 MCHENRY ST,2019
1409582.303,589375.9298,801047,1793884A,2019/05/21 10:42:00+00,Vacant,J,9,SHIPLEY HILL,2179 032,2501 W PRATT ST,2019
1409511.944,589371.5128,801052,1533496A,2017/05/14 13:53:00+00,Vacant,J,9,SHIPLEY HILL,2179 037,2511 W PRATT ST,2017
1409441.885,589367.147,801057,1759741A,2019/02/01 07:39:00+00,Vacant,J,9,SHIPLEY HILL,2179 042,2521 W PRATT ST,2019
1409427.628,589366.2431,801058,2193261A,2022/12/29 14:22:00+00,Vacant,J,9,SHIPLEY HILL,2179 043,2523 W PRATT ST,2022
1408819.166,589089.4769,801095,1566302A,2017/07/27 16:57:00+00,Vacant,J,9,SHIPLEY HILL,2183A011,300 STINSON ST,2017
1408949.532,589353.4636,801096,1777263A,2020/06/26 15:33:00+00,Vacant,J,9,SHIPLEY HILL,2183B001,200 S FRANKLINTOWN ROAD,2020
1408936.988,589903.9038,801105,1795224A,2019/05/30 13:39:00+00,Vacant,J,9,SHIPLEY HILL,2183C003,70 S FRANKLINTOWN ROAD,2019
1408854.129,590146.0998,801115,1795192A,2019/05/23 12:02:00+00,Vacant,J,9,SHIPLEY HILL,2183C014,32 S FRANKLINTOWN ROAD,2019
1408809.168,590209.7326,801116,1842653A,2019/09/13 16:42:00+00,Vacant,J,9,SHIPLEY HILL,2183C015,20 S FRANKLINTOWN ROAD,2019
1408123.274,590587.5008,801124,1923609A,2020/08/11 12:33:00+00,Vacant,J,9,SHIPLEY HILL,2183C026,2821 KINSEY AVE,2020
1408003.794,590553.0104,801137,1931620A,2020/08/28 10:38:00+00,Vacant,J,9,SHIPLEY HILL,2183C046,2874 W BALTIMORE ST,2020
1407757.153,587933.6426,801199,1793408A,2019/05/23 16:41:00+00,Vacant,H,9,CARROLL-SOUTH HILTON,2195 021,341 FONTHILL AVE,2019
1407751.158,587863.4042,801204,1954146A,2020/11/30 15:24:00+00,Vacant,H,9,CARROLL-SOUTH HILTON,2195 026,351 FONTHILL AVE,2020
1407763.739,587718.774,801214,1789375A,2019/05/10 15:46:00+00,Vacant,H,9,CARROLL-SOUTH HILTON,2195 037,2832 FREDERICK AVE,2019
1406216.957,588433.0448,801244,1877039A,2020/02/06 16:32:00+00,Vacant,H,9,CARROLL-SOUTH HILTON,2197 021A,320 S MOUNT OLIVET LANE,2020
1406134.553,588867.209,801286,2029582A,2021/08/13 09:39:00+00,Vacant,H,9,CARROLL-SOUTH HILTON,2198 014,3118 LEEDS ST,2021
1405234.068,588355.4643,801331,2175614A,2022/10/19 16:13:00+00,Vacant,H,9,CARROLL-SOUTH HILTON,2199B008,265 S HILTON ST,2022
1405418.334,588911.2709,801395,1873853A,2020/01/22 17:19:00+00,Vacant,H,9,CARROLL-SOUTH HILTON,2199D022,3212 LEEDS ST,2020
1405334.265,589072.0797,801412,1750118A,2018/12/15 01:54:00+00,Vacant,H,9,CARROLL-SOUTH HILTON,2199D039,3229 MASSACHUSETTS AVE,2018
1405200.526,589359.5774,801417,2097025A,2022/04/13 16:14:00+00,Vacant,H,9,CARROLL-SOUTH HILTON,2199E027,119 S HILTON ST,2022
1410129.525,593041.5127,801487,2105145A,2022/05/11 12:15:00+00,Vacant,I,9,ROSEMONT HOMEOWNERS/TENANTS,2201 020,2339 EDMONDSON AVE,2022
1410168.056,592948.7274,801511,2105144A,2022/05/11 12:15:00+00,Vacant,I,9,ROSEMONT HOMEOWNERS/TENANTS,2201 044,2340 LAURETTA AVE,2022
1410362.732,592830.7437,801523,2054619A,2021/10/31 22:23:00+00,Vacant,I,9,ROSEMONT HOMEOWNERS/TENANTS,2201 057,2313 LAURETTA AVE,2021
1410321.911,592828.6387,801526,1875235A,2020/01/30 10:55:00+00,Vacant,I,9,ROSEMONT HOMEOWNERS/TENANTS,2201 060,2319 LAURETTA AVE,2020
1410212.754,592823.0279,801534,1962440A,2021/01/08 15:50:00+00,Vacant,I,9,ROSEMONT HOMEOWNERS/TENANTS,2201 068,2335 LAURETTA AVE,2021
1409756.372,593021.4346,801570,1821024A,2019/07/29 10:20:00+00,Vacant,I,9,ROSEMONT HOMEOWNERS/TENANTS,2205 016,2431 EDMONDSON AVE,2019
1409894.132,592805.3744,801612,1875233A,2020/01/30 11:50:00+00,Vacant,I,9,ROSEMONT HOMEOWNERS/TENANTS,2205 058,2417 LAURETTA AVE,2020
1409810.225,592801.1801,801618,1879497A,2020/02/13 16:34:00+00,Vacant,I,9,ROSEMONT HOMEOWNERS/TENANTS,2205 064,2429 LAURETTA AVE,2020
1409806.9,592718.9129,801641,1693296A,2018/07/08 13:08:00+00,Vacant,I,9,ROSEMONT HOMEOWNERS/TENANTS,2205 087,2422 W FRANKLIN ST,2018
1409697.149,592713.4297,801647,2105142A,2022/05/11 12:14:00+00,Vacant,I,9,ROSEMONT HOMEOWNERS/TENANTS,2205 093,2434 W FRANKLIN ST,2022
1409000.49,592982.8651,801658,1641839A,2018/02/20 08:19:00+00,Vacant,I,9,ROSEMONT HOMEOWNERS/TENANTS,2206A009,2563 EDMONDSON AVE,2018
1408888.963,592977.0256,801665,1887094A,2020/03/13 13:32:00+00,Vacant,I,9,ROSEMONT HOMEOWNERS/TENANTS,2206A016,2577 EDMONDSON AVE,2020
1409450.091,593004.602,801687,1516734A,2017/04/05 13:08:00+00,Vacant,I,9,ROSEMONT HOMEOWNERS/TENANTS,2206B008,2515 EDMONDSON AVE,2017
1409338.599,593000.1072,801694,1641837A,2018/02/16 15:33:00+00,Vacant,I,9,ROSEMONT HOMEOWNERS/TENANTS,2206B015,2529 EDMONDSON AVE,2018
1409568.259,592914.7829,801703,1723623A,2018/09/16 10:11:00+00,Vacant,I,9,ROSEMONT HOMEOWNERS/TENANTS,2206B024,2500 LAURETTA AVE,2018
1409480.288,592704.1928,801759,1609139A,2017/11/11 23:33:00+00,Vacant,I,9,ROSEMONT HOMEOWNERS/TENANTS,2206B081,2510 W FRANKLIN ST,2017
1407891.776,592926.7937,801795,2095562A,2022/12/16 17:22:00+00,Vacant,I,9,ROSEMONT HOMEOWNERS/TENANTS,2213A011,2735 EDMONDSON AVE,2022
1408107.257,592718.967,801836,1757055A,2019/01/21 12:21:00+00,Vacant,I,9,ROSEMONT HOMEOWNERS/TENANTS,2213A047,2705 LAURETTA AVE,2019
1408091.498,592718.1091,801837,1676341A,2018/06/01 15:05:00+00,Vacant,I,9,ROSEMONT HOMEOWNERS/TENANTS,2213A048,2707 LAURETTA AVE,2018
1408325.415,592948.8823,801863,1767778A,2019/03/10 10:15:00+00,Vacant,I,9,ROSEMONT HOMEOWNERS/TENANTS,2213B009,2653 EDMONDSON AVE,2019
1408381.298,592951.6188,801867,1911895A,2020/08/14 16:23:00+00,Vacant,I,9,ROSEMONT HOMEOWNERS/TENANTS,2213B013,2645 EDMONDSON AVE,2020
1408436.395,592858.2617,801907,1972175A,2021/02/24 19:08:00+00,Vacant,I,9,ROSEMONT HOMEOWNERS/TENANTS,2213B036,2638 LAURETTA AVE,2021
1408433.175,592734.465,801940,1691528A,2018/07/05 09:54:00+00,Vacant,I,9,ROSEMONT HOMEOWNERS/TENANTS,2213B069,2643 LAURETTA AVE,2018
1408628.558,592659.4367,801959,1608310A,2017/11/10 23:13:00+00,Vacant,I,9,ROSEMONT HOMEOWNERS/TENANTS,2213B088,2618 W FRANKLIN ST,2017
1408357.023,592644.9934,801976,1765924A,2019/03/06 11:23:00+00,Vacant,I,9,ROSEMONT HOMEOWNERS/TENANTS,2213B105,2652 W FRANKLIN ST,2019
1407022.735,592808.1811,802029,2100785A,2022/04/26 21:19:00+00,Vacant,J,9,PENROSE/FAYETTE STREET OUTREACH,2216 052,539 N LONGWOOD ST,2022
